0	1.0 1.0
27 0 30 43	0.07126168224299065 0.14893617021276595
27 0 36 28	0.1324200913242009 0.07801418439716312
27 0 37 41	0.09051724137931035 0.0851063829787234
27 0 38	0.07021791767554479 0.10638297872340426
27 0 39	0.008918617614269788 0.03546099290780142
27 0 39 19	0.12780269058295965 0.1347517730496454
27 0 43	0.06153846153846154 0.12056737588652482
27 0 45 5	0.10049423393739704 0.14893617021276595
27 1 14	0.16071428571428573 0.14893617021276595
27 1 16	0.04371584699453552 0.09929078014184398
27 1 16 1	0.11053540587219343 0.18439716312056736
27 1 18 9	0.061708860759493674 0.09929078014184398
27 1 39	0.04262295081967213 0.0851063829787234
27 2 0	0.5396341463414634 0.3900709219858156
27 2 2 14	0.19496021220159152 0.2198581560283688
27 2 11 9	0.04382929642445214 0.11347517730496454
27 2 12 5	0.051240992794235385 0.14893617021276595
27 2 27 16	0.026203208556149733 0.09929078014184398
27 2 30 25	0.08925619834710743 0.11347517730496454
27 2 34	0.12310606060606061 0.19858156028368795
27 3 11 34	0.17313432835820897 0.12056737588652482
27 3 25	0.08633093525179857 0.04964539007092199
27 3 31 43	0.11790393013100436 0.09219858156028368
27 3 34	0.1125 0.12056737588652482
27 4 0	0.30434782608695654 0.09219858156028368
27 4 31 27	0.08130081300813008 0.04964539007092199
27 4 34	0.11538461538461539 0.09219858156028368
27 4 34 35	0.09428571428571429 0.07801418439716312
27 4 37	0.125 0.03546099290780142
27 4 41 13	0.23432343234323433 0.1276595744680851
27 5 0 18	0.07577639751552795 0.1347517730496454
27 5 3	0.005319148936170213 0.0070921985815602835
27 5 10 14	0.178060413354531 0.18439716312056736
27 5 14	0.15023474178403756 0.19858156028368795
27 5 14 30	0.11749680715197956 0.14893617021276595
27 5 30 41	0.08943411159477642 0.24113475177304963
27 5 38 9	0.019736842105263157 0.0425531914893617
27 5 41	0.08124076809453472 0.1702127659574468
27 5 41 30	0.09375 0.2127659574468085
27 6 0	0.014705882352941176 0.014184397163120567
27 6 0 25	0.07248764415156507 0.11347517730496454
27 6 1	0.16793893129770993 0.1702127659574468
27 6 5	0.09829059829059829 0.14184397163120568
27 6 6 14	0.13695395513577333 0.2198581560283688
27 6 9 0	0.23657289002557544 0.3262411347517731
27 6 11	0.06842105263157895 0.07092198581560284
27 6 27 33	0.05339805825242718 0.07092198581560284
27 6 28 3	0.046189376443418015 0.14184397163120568
27 6 30	0.11518324607329843 0.1773049645390071
27 6 35	0.05782792665726375 0.1347517730496454
27 6 35 30	0.1044069801833777 0.24822695035460993
27 6 36	0.05291005291005291 0.07801418439716312
27 6 40 1	0.0898876404494382 0.10638297872340426
27 7 8	0.16379310344827586 0.1276595744680851
27 7 16 0	0.27078651685393257 0.28368794326241137
27 7 17 13	0.14869888475836432 0.15602836879432624
27 7 31	0.027061855670103094 0.07801418439716312
27 7 31 0	0.23606762680025048 0.3617021276595745
27 7 37 41	0.09355246523388117 0.20567375886524822
27 8 0	0.2978723404255319 0.12056737588652482
27 8 5 9	0.03553299492385787 0.07092198581560284
27 9 3	0.06545454545454546 0.07801418439716312
27 9 13	0.07911392405063292 0.1276595744680851
27 9 18	0.2427536231884058 0.1347517730496454
27 9 28 1	0.25336927223719674 0.19858156028368795
27 9 33 5	0.05897435897435897 0.05673758865248227
27 9 43	0.21081081081081082 0.1276595744680851
27 10 4 0	0.28448275862068967 0.20567375886524822
27 10 14	0.23548387096774193 0.19858156028368795
27 10 16	0.047752808988764044 0.07092198581560284
27 10 31	0.06082289803220036 0.14893617021276595
27 10 34 18	0.06989247311827956 0.06382978723404255
27 10 41	0.07142857142857142 0.12056737588652482
27 10 43 0	0.24528301886792453 0.03546099290780142
27 11 14	0.15333333333333332 0.09929078014184398
27 11 14 9	0.004424778761061947 0.0070921985815602835
27 11 16 1	0.14814814814814814 0.2553191489361702
27 11 16 15	0.05362776025236593 0.06382978723404255
27 11 36 41	0.10281195079086115 0.18439716312056736
27 11 41 1	0.1513157894736842 0.16312056737588654
27 11 44 43	0.12307692307692308 0.04964539007092199
27 12 13	0.18055555555555555 0.1276595744680851
27 12 13 15	0.12177121771217712 0.04964539007092199
27 12 18	0.07407407407407407 0.028368794326241134
27 12 33	0.04784688995215311 0.03546099290780142
27 12 38	0.05084745762711865 0.05673758865248227
27 12 39	0.07608695652173914 0.07092198581560284
27 12 41	0.006329113924050633 0.014184397163120567
27 12 45	0.10294117647058823 0.028368794326241134
27 13 0	0.27091633466135456 0.23404255319148937
27 13 2 41	0.15204678362573099 0.18439716312056736
27 13 6 33	0.13625866050808313 0.16312056737588654
27 13 6 43	0.11627906976744186 0.10638297872340426
27 13 9	0.02702702702702703 0.05673758865248227
27 13 10 0	0.3153526970954357 0.16312056737588654
27 13 15 9	0.061016949152542375 0.05673758865248227
27 13 26 0	0.2958801498127341 0.3120567375886525
27 13 30 0	0.2815829528158295 0.24822695035460993
27 13 34	0.12363636363636364 0.2198581560283688
27 13 38 31	0.03908794788273615 0.14184397163120568
27 14	0.19170984455958548 0.16312056737588654
27 14 0	0.05625 0.0425531914893617
27 14 1	0.1684981684981685 0.19148936170212766
27 14 5 30	0.12567324955116696 0.2624113475177305
27 14 8 33	0.20646319569120286 0.14893617021276595
27 14 9 0	0.2222222222222222 0.3191489361702128
27 14 13 14	0.053156146179401995 0.11347517730496454
27 14 16 14	0.1565008025682183 0.3262411347517731
27 14 16 16	0.040218664584146815 0.24822695035460993
27 14 16 41	0.1060908084163898 0.3262411347517731
27 14 26	0.0946372239747634 0.12056737588652482
27 14 26 17	0.01282051282051282 0.0070921985815602835
27 14 30	0.11279826464208242 0.19148936170212766
27 14 33 33	0.23404255319148937 0.14893617021276595
27 14 34	0.028277634961439587 0.04964539007092199
27 14 38 27	0.11527377521613832 0.09219858156028368
27 14 39 14	0.163068981698733 0.3333333333333333
27 14 39 38	0.021156558533145273 0.14184397163120568
27 14 43 20	0.12643678160919541 0.09219858156028368
27 16	0.022727272727272728 0.02127659574468085
27 16 1	0.08571428571428572 0.1276595744680851
27 16 1 11	0.07281553398058252 0.14893617021276595
27 16 3 33	0.12557077625570776 0.07801418439716312
27 16 5	0.04945054945054945 0.0851063829787234
27 16 5 30	0.07849666983824928 0.1347517730496454
27 16 6 31	0.04220183486238532 0.16312056737588654
27 16 11	0.12275449101796407 0.1773049645390071
27 16 12 0	0.25766871165644173 0.24113475177304963
27 16 18 13	0.085 0.10638297872340426
27 16 18 14	0.01904761904761905 0.02127659574468085
27 16 19 34	0.16101694915254236 0.14184397163120568
27 16 20 14	0.03048780487804878 0.02127659574468085
27 16 30	0.0748829953198128 0.07801418439716312
27 16 30 30	0.14005037783375315 0.20567375886524822
27 16 32 34	0.07214206437291898 0.1702127659574468
27 16 33 13	0.1565217391304348 0.14184397163120568
27 16 34 9	0.036989136057941026 0.19858156028368795
27 16 35	0.07391304347826087 0.06382978723404255
27 16 36 26	0.08152173913043478 0.0851063829787234
27 16 42	0.11386138613861387 0.09929078014184398
27 17 0 38	0.05970149253731343 0.04964539007092199
27 17 13 34	0.057692307692307696 0.02127659574468085
27 17 16 5	0.07894736842105263 0.06382978723404255
27 18 25	0.07216494845360824 0.04964539007092199
27 19 13	0.11702127659574468 0.06382978723404255
27 19 25 41	0.06987951807228916 0.07801418439716312
27 19 38 15	0.0859375 0.05673758865248227
27 19 41 34	0.08311688311688312 0.1276595744680851
27 20 39 39	0.0196078431372549 0.0070921985815602835
27 21 34	0.375 0.028368794326241134
27 25 2 42	0.05454545454545454 0.014184397163120567
27 25 3	0.07017543859649122 0.0425531914893617
27 25 16 0	0.18133333333333335 0.18439716312056736
27 25 27	0.06593406593406594 0.03546099290780142
27 25 37 41	0.058419243986254296 0.06382978723404255
27 25 42 8	0.10778443113772455 0.04964539007092199
27 26 0 45	0.24031007751937986 0.10638297872340426
27 26 1 14	0.111 0.2198581560283688
27 26 14	0.1266233766233766 0.1276595744680851
27 26 16	0.06159420289855073 0.10638297872340426
27 26 35 38	0.005291005291005291 0.0070921985815602835
27 26 38 0	0.2057877813504823 0.11347517730496454
27 26 41	0.0710172744721689 0.15602836879432624
27 27 0	0.34782608695652173 0.23404255319148937
27 27 6 33	0.19556451612903225 0.12056737588652482
27 27 14 13	0.11194029850746269 0.14184397163120568
27 27 27 14	0.1897018970189702 0.1702127659574468
27 27 34	0.1511111111111111 0.19858156028368795
27 27 37	0.03260869565217391 0.028368794326241134
27 28 0 30	0.10283159463487332 0.0851063829787234
27 28 2 14	0.2118380062305296 0.1773049645390071
27 28 5 34	0.1352253756260434 0.1773049645390071
27 28 11 34	0.15198237885462554 0.15602836879432624
27 28 12	0.08205128205128205 0.10638297872340426
27 28 12 1	0.1308139534883721 0.1702127659574468
27 28 19	0.1724137931034483 0.02127659574468085
27 28 25	0.1038961038961039 0.0425531914893617
27 28 28 41	0.10472279260780287 0.28368794326241137
27 28 34	0.10163934426229508 0.10638297872340426
27 29 5 0	0.2723735408560311 0.19858156028368795
27 30 1 16	0.06223175965665236 0.15602836879432624
27 30 4 0	0.24725274725274726 0.14184397163120568
27 30 5 14	0.19230769230769232 0.24113475177304963
27 30 6 11	0.08352668213457076 0.0851063829787234
27 30 13 34	0.13062409288824384 0.1702127659574468
27 30 14	0.1903323262839879 0.18439716312056736
27 30 26 14	0.21461716937354988 0.19858156028368795
27 30 27 12	0.05714285714285714 0.07092198581560284
27 30 29 34	0.0881542699724518 0.09219858156028368
27 30 31	0.05454545454545454 0.0851063829787234
27 30 41	0.11182108626198083 0.1773049645390071
27 30 41 30	0.13350286077558804 0.19148936170212766
27 31	0.023668639053254437 0.028368794326241134
27 31 0	0.09059233449477352 0.10638297872340426
27 31 1	0.12668463611859837 0.1276595744680851
27 31 7 34	0.10084033613445378 0.14893617021276595
27 31 10 30	0.09418282548476455 0.0851063829787234
27 31 18 13	0.1266233766233766 0.09929078014184398
27 31 18 31	0.02 0.0425531914893617
27 31 36	0.10679611650485436 0.0851063829787234
27 31 42	0.09580838323353294 0.07801418439716312
27 31 43 14	0.08262108262108261 0.11347517730496454
27 31 44	0.010309278350515464 0.0070921985815602835
27 33 0	0.24271844660194175 0.1276595744680851
27 33 6 13	0.1497005988023952 0.11347517730496454
27 33 6 33	0.1589958158995816 0.1347517730496454
27 33 12 11	0.048034934497816595 0.05673758865248227
27 33 37	0.07692307692307693 0.05673758865248227
27 33 44	0.03333333333333333 0.0070921985815602835
27 34 6 12	0.06390532544378698 0.1773049645390071
27 34 8	0.1111111111111111 0.1347517730496454
27 34 9 14	0.17230924709449216 0.3617021276595745
27 34 9 41	0.1016488186299507 0.3404255319148936
27 34 13	0.116751269035533 0.11347517730496454
27 34 17 13	0.1286472148541114 0.16312056737588654
27 34 18	0.09358288770053476 0.16312056737588654
27 34 27	0.08791208791208792 0.06382978723404255
27 34 29 5	0.09854014598540146 0.09219858156028368
27 34 33	0.1297709923664122 0.10638297872340426
27 34 37 41	0.10101867572156197 0.2198581560283688
27 34 39 34	0.10060975609756098 0.28368794326241137
27 34 48 5	0.35714285714285715 0.03546099290780142
27 35 3 32	0.03787878787878788 0.0425531914893617
27 35 10 14	0.238929889298893 0.22695035460992907
27 35 14	0.17548746518105848 0.1702127659574468
27 35 14 17	0.037815126050420166 0.02127659574468085
27 35 41	0.095703125 0.1773049645390071
27 35 45 34	0.1390728476821192 0.11347517730496454
27 36 11 41	0.08029197080291971 0.14893617021276595
27 36 12 13	0.12389380530973451 0.12056737588652482
27 36 12 18	0.056818181818181816 0.04964539007092199
27 36 14	0.09900990099009901 0.05673758865248227
27 36 16	0.0851063829787234 0.10638297872340426
27 36 37 43	0.058823529411764705 0.04964539007092199
27 36 41	0.07534246575342465 0.06382978723404255
27 37 12 16	0.03381147540983607 0.14893617021276595
27 37 13	0.18777292576419213 0.11347517730496454
27 37 27	0.06329113924050633 0.03546099290780142
27 37 33	0.05154639175257732 0.0425531914893617
27 37 41 32	0.026726057906458798 0.05673758865248227
27 37 42 13	0.06779661016949153 0.028368794326241134
27 37 45	0.15 0.04964539007092199
27 38	0.009259259259259259 0.0070921985815602835
27 38 3 16	0.0862533692722372 0.09929078014184398
27 38 3 41	0.07566462167689161 0.12056737588652482
27 38 12	0.021164021164021163 0.02127659574468085
27 38 12 11	0.09046454767726161 0.1347517730496454
27 38 14 18	0.1070110701107011 0.1276595744680851
27 38 21 16	0.045454545454545456 0.03546099290780142
27 38 30 12	0.03953488372093023 0.05673758865248227
27 38 33 39	0.03424657534246575 0.02127659574468085
27 38 34	0.12169312169312169 0.16312056737588654
27 39	0.016129032258064516 0.014184397163120567
27 39 1	0.0871559633027523 0.06382978723404255
27 39 30	0.0440251572327044 0.05673758865248227
27 39 30 26	0.032357473035439135 0.03546099290780142
27 39 35	0.023148148148148147 0.03546099290780142
27 39 36 9	0.030973451327433628 0.04964539007092199
27 39 39 41	0.02551984877126654 0.07801418439716312
27 39 41 33	0.011568123393316195 0.04964539007092199
27 40 14	0.13274336283185842 0.09219858156028368
27 40 16	0.0967741935483871 0.09929078014184398
27 40 41 1	0.1990632318501171 0.1347517730496454
27 41	0.1064516129032258 0.15602836879432624
27 41 1	0.17582417582417584 0.2624113475177305
27 41 5	0.0685763888888889 0.16312056737588654
27 41 5 30	0.11954976303317535 0.2907801418439716
27 41 7 0	0.3153526970954357 0.16312056737588654
27 41 9 34	0.1099544567338972 0.3262411347517731
27 41 18 20	0.18681318681318682 0.15602836879432624
27 41 25 0	0.2056349873843566 0.2978723404255319
27 41 26	0.075 0.1347517730496454
27 41 28 3	0.09030837004405286 0.14184397163120568
27 41 28 43	0.14705882352941177 0.14184397163120568
27 41 30	0.10761789600967352 0.19858156028368795
27 41 31 14	0.19420702754036087 0.2907801418439716
27 41 31 41	0.10163075131042516 0.3049645390070922
27 41 33 39	0.022170361726954493 0.05673758865248227
27 41 35	0.03914590747330961 0.07092198581560284
27 41 35 26	0.038135593220338986 0.05673758865248227
27 41 36	0.0375234521575985 0.07801418439716312
27 41 36 1	0.08459869848156182 0.22695035460992907
27 41 37 25	0.028469750889679714 0.028368794326241134
27 41 38 13	0.12710280373831775 0.2198581560283688
27 41 39	0.0029644268774703555 0.02127659574468085
27 42 16	0.09740259740259741 0.04964539007092199
27 42 35 3	0.029585798816568046 0.0070921985815602835
27 43 9	0.03546099290780142 0.03546099290780142
27 43 33 41	0.09027777777777778 0.05673758865248227
27 43 39 13	0.12751677852348994 0.07801418439716312
27 43 44	0.22727272727272727 0.03546099290780142
27 44 0 16	0.04815864022662889 0.07801418439716312
27 44 13	0.08823529411764706 0.0425531914893617
27 44 18	0.06451612903225806 0.014184397163120567
27 44 33 1	0.15714285714285714 0.05673758865248227
27 45 5 44	0.09523809523809523 0.02127659574468085
27 46 6 43	0.42857142857142855 0.0070921985815602835
28 0 9 14	0.22941822173435786 0.41134751773049644
28 0 13	0.17110266159695817 0.15602836879432624
28 0 18 36	0.13513513513513514 0.12056737588652482
28 0 20	0.24539877300613497 0.1276595744680851
28 0 38	0.11282051282051282 0.19858156028368795
28 0 39 34	0.11625514403292181 0.3617021276595745
28 0 39 36	0.0121580547112462 0.028368794326241134
28 0 41 0	0.31228473019517794 0.3829787234042553
28 0 42 3	0.017964071856287425 0.0070921985815602835
28 1	0.00819672131147541 0.0070921985815602835
28 1 14	0.19166666666666668 0.1702127659574468
28 1 16	0.052930056710775046 0.14893617021276595
28 1 19 38	0.0871559633027523 0.07801418439716312
28 1 20	0.011764705882352941 0.0070921985815602835
28 1 39	0.05357142857142857 0.1347517730496454
28 1 41	0.08666666666666667 0.1347517730496454
28 1 42 31	0.04918032786885246 0.014184397163120567
28 2 12	0.12280701754385964 0.14184397163120568
28 2 16 43	0.1945288753799392 0.19858156028368795
28 2 35 34	0.08883248730964467 0.2765957446808511
28 3 0	0.5093696763202725 0.7446808510638298
28 3 6 13	0.1323529411764706 0.2765957446808511
28 3 9	0.03373015873015873 0.09219858156028368
28 3 11 12	0.08920863309352518 0.2198581560283688
28 3 11 37	0.0438957475994513 0.10638297872340426
28 3 13 39	0.03611859838274933 0.16312056737588654
28 3 16 20	0.06497175141242938 0.09929078014184398
28 3 28 31	0.08344113842173351 0.3404255319148936
28 3 30 0	0.25833333333333336 0.45390070921985815
28 3 31 18	0.16349384098544234 0.40425531914893614
28 3 34	0.12464589235127478 0.4326241134751773
28 3 34 30	0.1577424023154848 0.48226950354609927
28 3 36 25	0.05177993527508091 0.10638297872340426
28 3 38 14	0.20726495726495728 0.4326241134751773
28 3 41 43	0.12872400224845418 0.40425531914893614
28 4 0	0.20430107526881722 0.09929078014184398
28 4 13 14	0.2037533512064343 0.1702127659574468
28 4 29 14	0.1925233644859813 0.2765957446808511
28 4 37	0.11016949152542373 0.04964539007092199
28 5	0.00625 0.0070921985815602835
28 5 0 45	0.33766233766233766 0.14184397163120568
28 5 7 33	0.2822085889570552 0.1347517730496454
28 5 12 13	0.13986013986013987 0.1702127659574468
28 5 14	0.2047872340425532 0.23404255319148937
28 5 16	0.10726072607260725 0.22695035460992907
28 5 17 14	0.18716577540106952 0.1773049645390071
28 5 25 13	0.195906432748538 0.20567375886524822
28 5 27 34	0.06340057636887608 0.07092198581560284
28 5 30	0.0033222591362126247 0.014184397163120567
28 5 31	0.07209302325581396 0.14893617021276595
28 5 34 20	0.3875598086124402 0.11347517730496454
28 5 36 16	0.08835341365461848 0.2127659574468085
28 5 36 31	0.07194244604316546 0.09219858156028368
28 5 39	0.07386363636363637 0.1347517730496454
28 5 40 12	0.02631578947368421 0.014184397163120567
28 5 41	0.1164021164021164 0.22695035460992907
28 6 1	0.1402439024390244 0.22695035460992907
